eps,e1_r,e2_r,e3_r,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
2.5,0.1,0.75,0.15,1,0.17779336442869678,0.8636363636363636,0.002737721951910184,2.5779588011366426,0.5454545454545454,0.08544251866656316,0.3049521854290346
2.5,0.1,0.75,0.15,2,0.2267544571100955,0.8636363636363636,0.0048911565777372545,0.9556733219596234,0.4545454545454545,0.2077030241209376,0.3640036943124775
2.5,0.15,0.7,0.15,0,0.1835202510155979,0.8181818181818182,0.0010576675959890127,1.2115508393436327,0.4545454545454545,0.15259746499674676,0.35679790619920637
2.5,0.15,0.7,0.15,1,0.24225868113170498,0.9090909090909091,0.002159624335431881,0.863308505508522,0.3636363636363636,0.008462936969744983,0.20024801394219677
2.5,0.15,0.7,0.15,2,0.2061808465782964,0.9545454545454546,0.0022876231843839117,1.1715969904635917,0.4545454545454545,0.08140902343677088,0.25842292449761706
2.5,0.2,0.65,0.15,0,0.20294226492938486,0.8181818181818182,0.0025066724450718684,0.829922967648752,0.3636363636363636,0.1785463309713596,0.31440861218734595
2.5,0.2,0.65,0.15,1,0.20381639540299,0.8636363636363636,0.0016580763410652627,0.8588985693979037,0.2727272727272727,0.15026759376587687,0.30417427932359176
2.5,0.2,0.65,0.15,2,0.21499410396585397,0.8181818181818182,0.0018765754042771,0.9566008272560045,0.3636363636363636,0.17422295450290673,0.3605201971446936
2.5,0.25,0.6,0.15,0,0.2221018338530794,0.8636363636363636,0.0026397823961781617,0.771309199474177,0.2727272727272727,0.17845463498506361,0.3399732941999141
2.5,0.25,0.6,0.15,1,0.2293533379146405,0.9545454545454546,0.002583375953324922,0.7793286878080743,0.3636363636363636,0.02772392538748054,0.20234946433657752
2.5,0.25,0.6,0.15,2,0.19471917715574466,0.8636363636363636,0.0035496878290090616,0.9253667302358394,0.3636363636363636,0.20155511303524484,0.3587086791619893
2.5,0.3,0.55,0.15,0,0.21683224310720056,0.8181818181818182,0.0022551656803848773,0.9846758867594213,0.2727272727272727,0.004947654088361503,0.2079705987635071
2.5,0.3,0.55,0.15,1,0.22891264378866705,0.9090909090909091,0.0020570736157350823,0.8572982789118118,0.3636363636363636,0.029717182283815227,0.20701125453839958
2.5,0.3,0.55,0.15,2,0.1902755203176535,0.7272727272727273,0.0015789098934336852,0.960727410499344,0.4545454545454545,0.16694611271443102,0.3567200878010071
2.5,0.35,0.5,0.15,0,0.17921555961987817,0.8636363636363636,0.004451927727282067,1.0173594544819196,0.3636363636363636,0.13893947701869142,0.29892286774644933
2.5,0.35,0.5,0.15,1,0.10648745570832732,0.6818181818181818,0.009042887646631782,1.12949941709949,0.4545454545454545,0.3195630912361167,0.5908659984003135
2.5,0.35,0.5,0.15,2,0.2009430175679535,0.9090909090909091,0.0019767569502605596,0.9523284463459296,0.3636363636363636,0.04036869275117972,0.23390017516890918
2.5,0.4,0.45,0.15,0,0.14981781559937998,0.8636363636363636,0.003478979943856512,0.9967136062057536,0.4545454545454545,0.25059646190358437,0.40962865135053017
2.5,0.4,0.45,0.15,1,0.21281596368964104,0.9090909090909091,0.001785767564752033,0.7921851039575453,0.3636363636363636,0.04024231724913387,0.22808821053589015
