inter_ratio,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel,mat2_edges
0.2,13,0.347651716794162,0.9090909090909091,0.0011566553900656555,1.3302989871521782,0.0909090909090909,0.14409827224070404,0.07309426564904496,23265
0.3,13,0.35422578458396853,0.7272727272727273,0.0013761893596459184,1.23872142480492,0.3636363636363636,0.055253385167438475,0.11266130826593132,23432
0.05,14,0.3472061389919238,0.8636363636363636,0.002348308310231842,1.43607815136412,0.0909090909090909,0.008446175355841724,0.23693073109532709,22238
0.1,14,0.32415465239771385,0.9090909090909091,0.001243828009772837,1.4892912810793524,0.2727272727272727,0.08162233336458433,0.24986856430088894,20271
0.15,14,0.33836127595872856,0.8636363636363636,0.002367391384271165,1.323291928567027,0.2727272727272727,0.06711313228783282,0.08578669632875931,22763
0.2,14,0.33319560171360607,0.8636363636363636,0.001368067808273124,1.4850841095237348,0.0909090909090909,0.15958044788602804,0.10266319028349023,21216
0.3,14,0.29631515663075725,0.9090909090909091,0.004837721819679935,1.5680955176134526,0.0909090909090909,0.092952383648142,0.4214648261728067,20712
0.05,15,0.324190750645235,0.9090909090909091,0.0018823498031696367,1.6006780283535726,0.2727272727272727,0.2089536917074672,0.2073413361338463,19646
0.1,15,0.33627890869695676,0.9090909090909091,0.0012667873731800736,1.8867763915497218,0.0,0.35170334649795976,0.06226062228215365,18924
0.15,15,0.3357795529099802,0.8636363636363636,0.0017313431815931882,1.4212135432050617,0.3636363636363636,0.10858334825225106,0.09304442373758359,22159
0.2,15,0.3151483664181804,0.8636363636363636,0.0012042972830201629,1.4656187269811631,0.1818181818181818,0.20723511089849966,0.22453807171120815,19281
0.3,15,0.35789300585837996,0.8636363636363636,0.001500277729575581,1.1251783758411615,0.3636363636363636,0.06138754576708166,0.08493711071882994,23785
0.05,16,0.3506783506105535,0.9090909090909091,0.002285793499017533,1.325444823941148,0.2727272727272727,0.09300354052889598,0.052897738095201007,22755
0.1,16,0.34490632311705716,0.6818181818181818,0.0016799898334803219,1.4604230934986369,0.1818181818181818,0.18576681730717434,0.04951489811609667,21608
0.15,16,0.3420772787752796,0.9090909090909091,0.0015631712015260605,1.2727721117428374,0.3636363636363636,0.09586916344767776,0.0752389659578581,23271
0.2,16,0.3651024513379663,0.8636363636363636,0.0017858186579439274,1.472979537635569,0.4545454545454545,0.07423857441189954,0.09168490709975406,23657
0.3,16,0.32724371742820635,0.8636363636363636,0.0024062547038490186,1.4580110753566984,0.0909090909090909,0.16085141070886608,0.1085116788788676,21096
0.05,17,0.34389199284520827,0.7272727272727273,0.0013650295789997527,1.5633706478457112,0.0909090909090909,0.42342664597970364,0.03438246748902021,18260
0.1,17,0.3070377818019995,0.7272727272727273,0.004851164947680834,1.4098026079023804,0.0,0.023850977667496536,0.36293332582182497,21008
