version,eps,exper,nodes,edges,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
improved,0.5,20,12008,12182,0.4048972968426967,0.15,0.035607685796148376,3.2772092165790525,0.30769230769230765,0.5691232369372727,0.4112996895654848
original,0.5,21,12008,116487,0.03502368903013831,0.2,0.02146453143313184,12.480193570619278,0.6153846153846153,0.969477603744351,0.6296627267526556
improved,0.5,21,12008,11889,0.409770551061489,0.125,0.043706745696346576,3.1156061863051936,0.3846153846153846,0.6161729423137047,0.3972811880383703
original,0.5,22,12008,116368,0.03712084556356455,0.19166666666666668,0.020458713981929333,18.20448286322556,0.6153846153846153,0.9654610986726867,0.6217695411752954
improved,0.5,22,12008,12094,0.408654818495211,0.11666666666666667,0.03833298371361003,3.1397563304465415,0.6153846153846153,0.5938894101532611,0.3935276501108906
original,0.5,23,12008,116563,0.036337191186432735,0.24166666666666667,0.03638506499046657,14.517136419990978,0.6153846153846153,0.9556580424875885,0.6092323246303484
improved,0.5,23,12008,13781,0.4091818741008075,0.24166666666666667,0.03800033099974566,3.042595037183964,0.15384615384615383,0.5993053157760815,0.3687235033975133
original,0.5,24,12008,116366,0.036096820004997,0.175,0.025387508676993895,15.832978162377609,0.6153846153846153,0.9624840467324646,0.614746462546418
improved,0.5,24,12008,13361,0.40720658194238235,0.1,0.041343083121267644,2.8387708868864108,0.3846153846153846,0.6254299555811593,0.3771678618673311
original,0.5,25,12008,118267,0.03718293686436963,0.21666666666666667,0.021125017039171252,16.01861459873788,0.6153846153846153,0.9602271988083724,0.6133388513001836
improved,0.5,25,12008,14179,0.40506677999426566,0.13333333333333333,0.03470905912152637,2.9088674045812133,0.30769230769230765,0.6269719098747379,0.38308060588638215
original,0.5,26,12008,117021,0.03607206186360709,0.24166666666666667,0.029257681985571625,12.375607652385156,0.6153846153846153,0.949037389153542,0.5959120110756889
improved,0.5,26,12008,15335,0.4130282058234404,0.24166666666666667,0.03058813521475973,2.7688840328576503,0.07692307692307691,0.6101533115856178,0.3325521771421523
original,0.5,27,12008,117408,0.03520815587893939,0.18333333333333332,0.028464265095496828,15.8482112838699,0.6153846153846153,0.9625606561663915,0.6050409459691626
improved,0.5,27,12008,14389,0.41323575544743985,0.18333333333333332,0.02929713785094441,2.953263279942525,0.15384615384615383,0.643695977638233,0.3656722633533407
original,0.5,28,12008,118164,0.039105456483012974,0.125,0.01680833599413256,12.823975138846908,0.6153846153846153,0.9598919815048337,0.6225964975281011
improved,0.5,28,12008,13111,0.40537947772180966,0.11666666666666667,0.04345660289767082,3.0469468405640994,0.23076923076923073,0.5863805677909625,0.4001130104557338
original,0.5,29,12008,118029,0.037553709321184986,0.18333333333333332,0.0279744801910262,15.62679920315481,0.6153846153846153,0.956083843836074,0.6020042375113532
improved,0.5,29,12008,15220,0.4073029640970891,0.15833333333333333,0.03084157746189732,2.791097032512318,0.23076923076923073,0.642309023151122,0.3578676948836173
original,0.5,30,12008,115799,0.034221117706048985,0.225,0.03148033946156173,12.152183780503906,0.6153846153846153,0.954124650883746,0.6125542351752
improved,0.5,30,12008,13943,0.4103338708682976,0.225,0.032430485038114056,2.8506449666285274,0.46153846153846145,0.6126264870547755,0.3261519557820357
original,0.5,31,12008,119122,0.03688964424787458,0.2,0.03220637454943902,16.020429614952448,0.6153846153846153,0.9603723824630391,0.6102769377109157
improved,0.5,31,12008,14882,0.4055204924246573,0.19166666666666668,0.034835208771734134,3.001791831083758,0.07692307692307691,0.6243446687062809,0.3783518572615723
original,0.5,32,12008,118646,0.03522815793310672,0.13333333333333333,0.018343009952723276,15.627756810135935,0.6153846153846153,0.9578117775921939,0.6067736437036823
improved,0.5,32,12008,14747,0.405552627198935,0.1,0.03758939427468045,2.7514476006285604,0.23076923076923073,0.6399992316169436,0.36890626471223764
original,0.5,33,12008,118217,0.037062866808748464,0.16666666666666666,0.014762586643472115,16.019170216228424,0.6153846153846153,0.9635341960315531,0.6166527598298485
improved,0.5,33,12008,13843,0.40514328119011095,0.075,0.042022090404838806,2.887893487409506,0.23076923076923073,0.6349058629316993,0.38799246834811074
original,0.5,34,12008,117659,0.03448148955270928,0.15,0.03932199547253634,12.682358082013591,0.6153846153846153,0.9626023742861112,0.6209843138095309
improved,0.5,34,12008,12846,0.4064002302107215,0.14166666666666666,0.039413027757474864,3.1739962916394635,0.23076923076923073,0.6112597434436186,0.39199790367408427
original,0.5,35,12008,117063,0.03656938194371698,0.16666666666666666,0.03589434469531128,12.468419983486726,0.6153846153846153,0.9587643130866604,0.6241893196823524
improved,0.5,35,12008,12839,0.4032937168146898,0.16666666666666666,0.037086894295717474,2.991236768958248,0.46153846153846145,0.5832926264326413,0.37136512313998415
original,0.5,36,12008,116661,0.03691551549475878,0.15833333333333333,0.026536175594713194,15.953379815797186,0.6153846153846153,0.9628719869123576,0.6092417900827709
improved,0.5,36,12008,13918,0.409748725276991,0.15833333333333333,0.029230453038586193,2.886458042365274,0.30769230769230765,0.6319196032742346,0.3760271288329593
original,0.5,37,12008,117655,0.038469932576501165,0.15833333333333333,0.029077575590878424,15.942971336435921,0.6153846153846153,0.9605458559366421,0.6138748943530568
improved,0.5,37,12008,13663,0.40862400604378396,0.15,0.032985004724847174,2.9786400141301375,0.3846153846153846,0.6036875508229912,0.383732148517159
original,0.5,38,12008,118360,0.03724926889388727,0.39166666666666666,0.02864413412614669,12.146131957178165,0.6153846153846153,0.9487241403614602,0.598777956671118
improved,0.5,38,12008,15622,0.41099482157915057,0.25833333333333336,0.03915642643601695,2.7711600802183143,0.15384615384615383,0.5891878726657647,0.3613139447327474
original,0.5,39,12008,118808,0.03728487104097267,0.14166666666666666,0.020554143661455967,15.81932246813971,0.6153846153846153,0.9559442998768531,0.6008737471405255
improved,0.5,39,12008,15707,0.40650766330597293,0.15833333333333333,0.02269888601397037,2.899334687690387,0.07692307692307691,0.6417471898790498,0.36629400007254487
original,0.5,40,12008,116898,0.035253364169324834,0.225,0.028899683639906058,12.192198262990969,0.6153846153846153,0.9520342857920507,0.6099195021785665
improved,0.5,40,12008,14079,0.40913457562264066,0.21666666666666667,0.02977815999429865,2.758137800853235,0.30769230769230765,0.6023993420720672,0.3418748637381542
original,0.5,41,12008,117467,0.03623192428511248,0.20833333333333334,0.025483470094353235,15.95895898754522,0.6153846153846153,0.9615305862186785,0.6157975202983127
improved,0.5,41,12008,13433,0.4054327223758646,0.19166666666666668,0.026201204545390832,3.0072145639519743,0.23076923076923073,0.609904044956405,0.3780955622811481
