eps,convert_ratio,oversample,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
1.0,1.0,1.0,8.0,0.09703019079390328,0.5,0.020076920133414996,2.209496118686726,0.3636363636363636,0.3259137061120786,0.057467756027446096
1.0,1.0,1.0,9.0,0.14308175859649294,0.8181818181818182,0.002372009142517367,1.4271480589956314,0.3636363636363636,0.22146437222711532,0.03847502390513576
1.0,1.0,1.1,0.0,0.1402795089768231,0.8181818181818182,0.007104055359742042,1.5518192224333944,0.0909090909090909,0.10210097060694474,0.10747190072818762
1.0,1.0,1.1,1.0,0.10662405811576676,0.6818181818181818,0.00747598387487609,1.7765157168605823,0.3636363636363636,0.12945519699825253,0.0037727896884401616
1.0,1.0,1.1,2.0,0.13856364582330627,0.5909090909090909,0.0011356470886720775,1.3606377648531782,0.5454545454545454,0.15329743704815724,0.05689907747676333
1.0,1.0,1.1,3.0,0.11254915794418562,0.0,0.015778449966817727,2.0392247318367596,0.0909090909090909,0.1539463513659679,0.11536839197457059
1.0,1.0,1.1,4.0,0.13696596477977577,0.7727272727272727,0.0021866213434179748,1.6589904708559802,0.3636363636363636,0.23078605754982082,0.06511512787421421
1.0,1.0,1.1,5.0,0.1289108282200182,0.6818181818181818,0.006183264541943312,1.6543432497727735,0.0909090909090909,0.15644120049067115,0.030273650619648755
1.0,1.0,1.1,6.0,0.09547308752165254,0.4090909090909091,0.05320476741540851,3.3606692303402554,0.4545454545454545,0.562999662302319,0.21043794798369836
1.0,1.0,1.1,7.0,0.14666246394953522,0.6363636363636364,0.0016892547585245664,1.7159807241847194,0.0,0.030332096429465553,0.163458185831585
1.0,1.0,1.1,8.0,0.1259144921375246,0.8181818181818182,0.005496044645948721,1.6921736272151287,0.5454545454545454,0.23160160464068816,0.12472446574160442
1.0,1.0,1.1,9.0,0.16986031846544888,0.6818181818181818,0.001195334701103805,1.5841346492779027,0.0,0.031903385007015776,0.3264594894627683
1.0,1.0,1.2,0.0,0.08217586469189227,0.0,0.030198577732583044,2.6763959242878315,0.4545454545454545,0.4070487058677492,0.17633316017457515
1.0,1.0,1.2,1.0,0.15075720810138873,0.6818181818181818,0.0022031899287268345,1.5181682299532002,0.5454545454545454,0.2903523734871449,0.014108314862177354
1.0,1.0,1.2,2.0,0.16581121034485707,0.7727272727272727,0.0020591952190851174,1.0997287534199673,0.0909090909090909,0.15917401706153994,0.04816723248955372
1.0,1.0,1.2,3.0,0.10856212557598766,0.7727272727272727,0.017740944597760638,2.267372244756394,0.4545454545454545,0.21085290779302554,0.12582627811425037
1.0,1.0,1.2,4.0,0.14777659353650524,0.8181818181818182,0.0035426434281732176,1.8081078726569868,0.4545454545454545,0.03007101516016941,0.046439014905662386
1.0,1.0,1.2,5.0,0.14969372349926025,0.5454545454545454,0.0037872761969191255,1.814260929887317,0.4545454545454545,0.2539640402936036,0.09106858552110939
1.0,1.0,1.2,6.0,0.10701073187978286,0.5909090909090909,0.008015637548159092,1.6650000712854034,0.3636363636363636,0.018631391831301997,0.048718326251739774
1.0,1.0,1.2,7.0,0.1385184109737039,0.8181818181818182,0.002728533048087943,1.5987545906162226,0.1818181818181818,0.06449442535304306,0.05036661010270279
