mode,e3_target,eps,e1_r,e2_r,e3_r,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,2,0.21205304600521743,0.9090909090909091,0.0018956928152844864,1.1808963868052376,0.4545454545454545,0.08939627220517708,0.30120176292234313
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,3,0.2641789655344552,0.9090909090909091,0.0019890579371292945,0.8535937944803651,0.3636363636363636,0.038616395164682696,0.20961436620910648
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,4,0.24702863150910206,0.9090909090909091,0.0026669382151528307,0.9495022782842696,0.4545454545454545,0.0004193096636531086,0.2236822835990632
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,5,0.2702490646538742,0.8636363636363636,0.002757947392387032,0.8364990513027404,0.3636363636363636,0.0853359026583945,0.19260770550922482
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,6,0.19546814253006484,0.8636363636363636,0.0037426677264213474,0.8485322699236327,0.4545454545454545,0.13872612460891268,0.30031940135296825
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,7,0.22542290987961225,0.9090909090909091,0.0022562399745224516,0.854130685622807,0.4545454545454545,0.09630738332040648,0.23033860234311926
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,8,0.2843937348637248,0.9090909090909091,0.0019923166116195957,0.9768927645378809,0.3636363636363636,0.04085489933285321,0.1854554514091066
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,9,0.2740371675105294,0.9090909090909091,0.002447865841923549,1.0302597959701358,0.3636363636363636,0.09272059109211533,0.198647425415388
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,0,0.06245905536887903,0.6363636363636364,0.006033817066259336,9.845009893176629,0.6363636363636362,0.32083263532670653,0.5241944391738872
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,1,0.06150094051275046,0.6363636363636364,0.006275923328732023,8.687181697790377,0.6363636363636362,0.33351801672270315,0.513877001538904
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,2,0.0804693089920086,0.5909090909090909,0.010080450545201037,8.487548295862867,0.6363636363636362,0.27857141312450734,0.49114414739848355
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,3,0.06670449363176355,0.6363636363636364,0.0051452964608266535,8.175976301487179,0.6363636363636362,0.2697982622858356,0.4946775480441712
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,4,0.0663822293443698,0.5909090909090909,0.009088645566388682,8.329742449629205,0.6363636363636362,0.37864250747728334,0.5262962419067063
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,5,0.10041397104742998,0.7272727272727273,0.0043586280565212155,4.543627141204501,0.5454545454545454,0.2167639527406729,0.43625658765578196
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,6,0.05414971620064168,0.45454545454545453,0.00569660220162343,7.356848614222955,0.6363636363636362,0.3755392236808447,0.5461160619284006
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,7,0.07173264432828703,0.8181818181818182,0.005188471764671792,6.2966362428826645,0.6363636363636362,0.28627373962638875,0.4989962228403962
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,8,0.10090005349583474,0.7272727272727273,0.005645185066972638,4.687485736604982,0.5454545454545454,0.1875382839425261,0.43608064856830536
sweep_e3=0.30,0.3,1,0.4759,0.2241,0.3,9,0.056964727884242214,0.6363636363636364,0.014377232695705814,9.950797154073975,0.6363636363636362,0.46395525793386694,0.5440211211743725
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,0,0.2128619814375819,0.9545454545454546,0.0038409531982073627,1.2267037400730503,0.4545454545454545,0.23427580392999617,0.39038707378783855
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,1,0.22111724555916631,0.9090909090909091,0.0019854630020047586,1.154030000829493,0.4545454545454545,0.061263181789415116,0.2734975120337888
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,2,0.15941721958163507,0.8636363636363636,0.003928982422633471,1.1062076453431664,0.4545454545454545,0.12641827860776425,0.3779586724090777
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,3,0.2048062582666111,0.9090909090909091,0.0012581635669850198,1.2318129533022502,0.4545454545454545,0.07218765040543325,0.3409786219550624
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,4,0.2185479208622994,0.8636363636363636,0.0008487359922533213,1.166682910391057,0.4545454545454545,0.030854505152708805,0.2700642955129016
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,5,0.2155795462972586,0.8181818181818182,0.0012448658752814536,1.2739727608216644,0.4545454545454545,0.07423491549115821,0.28945522004662894
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,6,0.1992473262652115,0.9090909090909091,0.002141091031155627,0.9879242135049922,0.4545454545454545,0.015751577209525528,0.24216614585502533
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,7,0.20745685858430613,0.7727272727272727,0.00644074515146584,1.2683020460935062,0.5454545454545454,0.20860154386998134,0.4689031822502871
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,8,0.1902677053805243,0.9090909090909091,0.0022244158304613308,0.9949076604234101,0.5454545454545454,0.06364550162882837,0.2979290809124278
sweep_e3=0.30,0.3,2,0.2944,0.4056,0.3,9,0.2091077250964378,0.8181818181818182,0.0025912703335481723,0.9873036871434395,0.4545454545454545,0.0648720589233336,0.27602721829245036
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,0,0.14303384373385497,0.6363636363636364,0.012364119410203333,0.929270995479381,0.3636363636363636,0.3423896240097237,0.5613225333437992
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,1,0.24835358251852227,0.9090909090909091,0.0014772407958348408,1.1082529266408558,0.4545454545454545,0.001480702909216557,0.25308085952263165
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,2,0.19476732658165435,0.7272727272727273,0.004810203841017709,0.946215744456367,0.4545454545454545,0.20947707869551555,0.43053276911141225
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,3,0.2706900505860829,0.9090909090909091,0.0024352727674463743,0.9856323355284247,0.3636363636363636,0.07725937769720927,0.21264848536378167
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,4,0.2643408238520693,0.9090909090909091,0.0020813791823623266,0.9854837785959979,0.4545454545454545,0.034201046260513845,0.20662219898087045
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,5,0.2375063549944323,0.8636363636363636,0.004009788908871454,0.9755165138963202,0.4545454545454545,0.042619556233697974,0.2600333665321167
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,6,0.25551869851978753,0.8636363636363636,0.0014816316948016326,0.9184156897051967,0.3636363636363636,0.032889190350911666,0.20588259832322212
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,7,0.25559403732412883,0.9545454545454546,0.003138113934445678,0.9584175330807277,0.3636363636363636,0.08561615657842728,0.2286633277484628
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,8,0.21166620293977467,0.8636363636363636,0.002114154684549597,1.0038229370557927,0.4545454545454545,0.1626604086570699,0.3615725838249845
sweep_e3=0.30,0.3,3,0.2339,0.4661,0.3,9,0.25944720435933694,0.9545454545454546,0.0019203486071714645,0.6374609099157732,0.4545454545454545,0.052009015834397765,0.21563568470531097
